sensor_id;categoryID;partID;X;Y;Z;distance;X_noise;Y_noise;Z_noise;distance_noise;intensity;red;green;blue
lidar;18.0;35.0;25.054630279541016;24.788923263549805;9.79611587524414;0.2985077202320099;25.06232452392578;24.75919532775879;9.767399787902832;0.3405498215100528;0.9972733257411999;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.055633544921875;24.792423248291016;9.79237174987793;0.29881933331489563;25.061756134033203;24.769575119018555;9.769518852233887;0.3317092758894951;0.996233343996436;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.056638717651367;24.795930862426758;9.788619041442871;0.2992227375507355;25.04548454284668;24.836122512817383;9.830251693725586;0.24029002498558458;0.9948900343882452;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.0575008392334;24.799959182739258;9.785401344299316;0.298957496881485;25.05238151550293;24.81777000427246;9.804509162902832;0.2723383497831886;0.9967115519747801;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.058324813842773;24.80410385131836;9.782326698303223;0.298594206571579;25.05171012878418;24.82632064819336;9.807012557983398;0.2647309032220654;0.9979242084292627;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.059146881103516;24.808242797851562;9.779258728027344;0.29832252860069275;25.072729110717773;24.764209747314453;9.728571891784668;0.36682383645558414;0.9988330005729233;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.059968948364258;24.8123722076416;9.77619457244873;0.29814210534095764;25.067102432250977;24.790050506591797;9.749567031860352;0.33361435450358995;0.999437510994619;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.060789108276367;24.816499710083008;9.773134231567383;0.2980526387691498;25.060091018676758;24.818605422973633;9.775737762451172;0.2946322739709606;0.999737501155198;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.061607360839844;24.820627212524414;9.770073890686035;0.2980539798736572;25.051010131835938;24.851484298706055;9.8096284866333;0.24677954130468444;0.9997330903901144;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.062427520751953;24.82475471496582;9.767013549804688;0.29814612865448;25.05657386779785;24.841188430786133;9.788861274719238;0.2701877965665665;0.9994240403134422;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.063249588012695;24.828886032104492;9.763949394226074;0.29832923412323;25.069438934326172;24.8121395111084;9.740850448608398;0.327523260822721;0.9988106489152414;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.064071655273438;24.833023071289062;9.760881423950195;0.2986035943031311;25.06327247619629;24.835107803344727;9.763866424560547;0.29487640790381797;0.9978929161674365;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.064895629882812;24.837169647216797;9.757806777954102;0.298969566822052;25.0560359954834;24.859399795532227;9.790871620178223;0.2581533401838364;0.9966713192045324;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.06572151184082;24.841327667236328;9.754722595214844;0.2994278073310852;25.0848445892334;24.795156478881836;9.68335247039795;0.38655516976963655;0.9951459767248632;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.066484451293945;24.845651626586914;9.751873970031738;0.29968297481536865;25.05620002746582;24.869529724121094;9.79025936126709;0.25332186658033273;0.9942988755888474;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.067142486572266;24.850221633911133;9.749417304992676;0.2995549738407135;25.086442947387695;24.807170867919922;9.677391052246094;0.3856578038782768;0.9955913421759764;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.06770896911621;24.8549861907959;9.74730396270752;0.29911309480667114;25.077919006347656;24.8331241607666;9.70920467376709;0.3442104055470223;0.9970619082156226;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.068273544311523;24.859739303588867;9.745196342468262;0.2987633943557739;25.081029891967773;24.833534240722656;9.697592735290527;0.35457946873162327;0.9982288480676851;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.068838119506836;24.86448097229004;9.74309253692627;0.29850536584854126;25.078704833984375;24.845056533813477;9.706266403198242;0.34129398719624376;0.999091625283645;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.069400787353516;24.869216918945312;9.740991592407227;0.2983386218547821;25.066993713378906;24.873754501342773;9.749979019165039;0.2879873097431857;0.9996501207428348;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.069963455200195;24.87394905090332;9.738893508911133;0.29826274514198303;25.08042335510254;24.855104446411133;9.699856758117676;0.34285349711901797;0.9999040961294245;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.070526123046875;24.878679275512695;9.736794471740723;0.2982777953147888;25.05233383178711;24.909971237182617;9.804683685302734;0.22134187947872425;0.9998534917720927;0.800000011920929;0.800000011920929;0.800000011920929
lidar;18.0;35.0;25.071088790893555;24.883411407470703;9.734695434570312;0.29838377237319946;25.07184600830078;24.882171630859375;9.731870651245117;0.30156036785683754;0.9994983673104825;0.800000011920929;0.800000011920929;0.800000011920929
